directory,filename,genre,status,benevolent_aligned_positive,benevolent_aligned_neutral,benevolent_aligned_negative,benevolent_ambiguous_positive,benevolent_ambiguous_neutral,benevolent_ambiguous_negative,benevolent_misaligned_positive,benevolent_misaligned_neutral,benevolent_misaligned_negative,ambiguous_aligned_positive,ambiguous_aligned_neutral,ambiguous_aligned_negative,ambiguous_ambiguous_positive,ambiguous_ambiguous_neutral,ambiguous_ambiguous_negative,ambiguous_misaligned_positive,ambiguous_misaligned_neutral,ambiguous_misaligned_negative,malevolent_aligned_positive,malevolent_aligned_neutral,malevolent_aligned_negative,malevolent_ambiguous_positive,malevolent_ambiguous_neutral,malevolent_ambiguous_negative,malevolent_misaligned_positive,malevolent_misaligned_neutral,malevolent_misaligned_negative
2 Claude 500 4of6,eve-of-tomorrow.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,even-a-mouse.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,eyes-before-the-blade.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,false-signals-friendly-waters.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,fanfare-for-the-unnamed.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,fault-lines-of-manhattan.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,feathers-and-secrets.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,feathers-faith-and-film.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ferries-of-quiet-water.md,Science Fiction,Success,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ferris-wheel-over-avalon.md,Mystery,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,fields-of-promise.md,Literary Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,finch-at-dawn.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,fire-island-luster.md,Mystery,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,flint-and-folklore.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,floodgate-dawn.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,flowers-instead-of-shoes.md,Fantasy,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,folded-streets-last-stand.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2 Claude 500 4of6,fortunes-second-chances.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,fresh-rolls-at-dawn.md,Literary Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,frost-lines-and-fire.md,Thriller,Partial,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 Claude 500 4of6,frosted-hearts.md,Romance,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,garden-of-ink-and-sun.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,genie-of-the-bar.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,gentle-times-still-modern.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,gently-starting-over.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ghost-charm-at-fort-bliss.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ghosts-at-rendezvous.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,glass-and-red-water.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,glimmer-and-gravity.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,glimmer-of-renewal.md,Thriller,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,glowworm-over-the-range.md,Literary Fiction,Success,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,gold-at-torbay.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,good-man-bad-city.md,Thriller,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,green-sky-golden-streets.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,greenhouse-goofs-and-grace.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,gutter-to-monopolies.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,guv-of-the-island.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,half-a-dime-full-guilt.md,Mystery,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,halfpenny-velocity.md,Literary Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,handgrip-to-heaven.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,harbors-of-ash.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,haridwar-hearts-on-fire.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,heads-we-stay.md,Literary Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,hearts-in-the-dark.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,hearts-on-the-road.md,Literary Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,her-borrowed-soul.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,here-we-stand.md,Fantasy,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,high-scores-of-home.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,history-recycled.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,hold-fast-let-go.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,honor-before-victory.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,honor-on-the-run.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,horns-last-trail.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,hot-potato-council-of-tigers.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,hot-to-play-cool.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ice-on-starboard.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ice-on-the-wire.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,il-vento-e-la-pioggia.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,in-the-driving-rain.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,inbox-of-the-heart.md,Romance,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,ink-between-worlds.md,Fantasy,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,inner-excursion.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,invocation-at-laurel-hall.md,Fantasy,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,iron-and-heart.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,iron-lotus-shozo-iwaki.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2 Claude 500 4of6,island-of-juggled-secrets.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,january-at-crockett-hall.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,jasmine-and-the-letter.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,jukebox-volcano.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,july-fourth-mercy.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,jump-into-blue.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,kabluey-in-blue.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,kind-lies-true-hearts.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,kiss-of-the-comet.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,la-habanera-paradox.md,Science Fiction,Success,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lambing-under-unlighted-skies.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lantern-on-devils-mountain.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lanterns-of-the-dead.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,last-driveway-to-justice.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,last-word-in-speed.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,laurel-in-the-snow.md,Fantasy,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lawman-of-sabbath.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lefty-flies-true.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,letters-from-the-st-johns-house.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,liberty-in-a-minor-key.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,light-locked-on-mercy.md,Literary Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,light-under-the-cradle.md,Science Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lilies-mouths-and-champions.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lintah-and-the-rewind.md,Literary Fiction,Success,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,live-for-two.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lobo-marked-by-the-plains.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,london-honestly.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,long-island-infatuation.md,Literary Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,luck-remastered.md,Romance,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,lucky-out.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mad-melody-glad-hearts.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,magnolias-and-meteor-buttons.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mandate-of-boca-grande.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mannequin-night.md,Thriller,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,maps-twinkies-and-family.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,marble-and-linoleum.md,Literary Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,march-of-the-berry-trees.md,Fantasy,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2 Claude 500 4of6,mauve-lights-thin-blue-line.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,meadows-red-hearts-bright.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,melody-of-the-fuzzy-rebellion.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mercury-in-the-wake.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,midnight-embassy-masquerade.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,midnight-star-to-scotland.md,Mystery,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mildreds-falls.md,Literary Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,miss-darlings-amazing-land.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mist-and-velvet.md,Horror,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-and-reeds.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-and-the-hook.md,Horror,Success,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-at-the-safehouse.md,Thriller,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-brooms-and-bloom.md,Fantasy,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-in-the-pyramid.md,Mystery,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-on-the-floating-isle.md,Fantasy,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonlight-over-monster-island.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonrise-over-mercy.md,Literary Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moons-quiet-ledger.md,Fantasy,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,moonshot-of-grand-fenwick.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mops-under-the-lamps.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mother-daughter-diamonds.md,Mystery,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mr-2999.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,murugan-in-the-guest-house.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,mustard-and-malice.md,Thriller,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,my-unmatched-redemption.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,napoleon-samantha-major.md,Science Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,navigator-of-ruins.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,neon-falls.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,neon-ties-and-blood-oaths.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,night-at-the-overlook.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,night-work-bright-hearts.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,nilas-fault-lines.md,Literary Fiction,Success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,no-mans-skyway.md,Thriller,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,no-nonsense-streetwise.md,Mystery,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,nobodys-inn-serenade.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,noodles-at-the-edge.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,nothing-wrapped.md,Thriller,Success,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,oasis-in-the-locked-room.md,Thriller,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2 Claude 500 4of6,om-and-the-starlight.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,on-the-killin-ground.md,Thriller,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,opal-curve.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,open-save-on-the-highway.md,Thriller,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,opposite-orders-last-flight.md,Science Fiction,Success,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,overclocked-valor.md,Science Fiction,Success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,paperboy-code-79.md,Science Fiction,Success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,passes-and-cupcakes.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2 Claude 500 4of6,patch-of-heavens-reckoning.md,Science Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,pavilion-of-sleep-and-sugar.md,Science Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,paving-the-hidden-past.md,Literary Fiction,Success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,paycocks-last-waltz.md,Literary Fiction,Success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Claude 500 4of6,pennies-and-shadows.md,Literary Fiction,Success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
