directory,filename,status,benevolent_aligned,benevolent_ambiguous,benevolent_misaligned,ambiguous_aligned,ambiguous_ambiguous,ambiguous_misaligned,malevolent_aligned,malevolent_ambiguous,malevolent_misaligned
2 Claude 500 3of6,caltikis-comet.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,candles-at-crystal-lake.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,canyon-of-one-vote.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,castle-on-the-wavelength.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,chain-of-green.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,chandelier-in-twilight.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,chapel-of-the-wide-sea.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,checkmate-mr-christopher.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cherry-steel.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,chorus-of-second-chances.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,chosen-crestless.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cj7-and-the-glittering-ordinary.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,clean-rooms-dirty-truths.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,clean-sheets-brutal-light.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,clear-veil-warm-light.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cleft-of-tropical-night.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,clock-roaches-at-tea.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,closed-mondays-open-hearts.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cold-iron-hound.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,collage-of-umrao-jaan.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,colors-against-the-sun.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,commitments-in-the-dark.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,confidential-sky.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cool-city-hot-truth.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cooley-high-reckoning.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,core-and-the-void.md,Success,7,0,0,0,0,0,0,0,1
2 Claude 500 3of6,crater-lake-treasure.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,crowdon-intrigue.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,crownfall-and-consequence.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cultivating-the-odds.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,curtain-and-core.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,cyclops-nonstop.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dawn-chorus-to-omaha.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,daylight-names.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,daylight-to-the-border.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dazzling-green-gables.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dead-vote-rising.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,defiance-basement-accord.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,desert-remote.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dialing-mumbai-destiny.md,Success,11,0,0,0,0,0,0,0,0
2 Claude 500 3of6,divine-words-common-dust.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,door-to-before.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,doowop-in-copenhagen.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dragonfly-letters.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dragons-in-the-mirror.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,dreamboat-reframed.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,drum-over-the-ridge.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,duty-under-a-grinning-star.md,Success,5,0,0,0,0,2,0,0,0
2 Claude 500 3of6,eastward-beat.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,eastward-mercy.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,eight-pages-nine-lives.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,eldorado-on-the-other-side.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,eleven-calls-to-dawn.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ellipses-over-jumeirah.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ember-or-mercy.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,enter-my-house-justified.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,evergreen-ice-gambit.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,everyone-produces.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,everything-was-planned.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,face-in-gramercy.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,falcons-eye-silent-house.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,feast-of-second-chances.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fifty-cars-one-night.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fifty-lakhs-one-heart.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fine-things.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fireballs-at-narkover.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fireproof-grace.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fireworks-under-silence.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,first-class-detour.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,flint-in-the-cotton-mill.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,float-without-wings.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,foam-beneath-the-bronze.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,follow-the-laughs.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,footlights-in-the-sky.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,forecasts-of-the-heart.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,fragrant-borders.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,freefall-in-anarene.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,furs-and-freedom.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,gates-of-ash-and-song.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ghost-dance-of-choices.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ghosts-of-the-ankh.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,gifted-hands-and-gentle-code.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,gleam-of-vulcan.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,glimmer-under-the-mask.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,glitz-grit-and-the-scream.md,Success,6,0,1,0,0,0,0,0,0
2 Claude 500 3of6,gold-smoke-and-halogen.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,golf-balls-and-ghosts.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,grand-cooler.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,green-snowcap-covenant.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,half-a-soul-whole-sea.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hand-in-hand.md,Success,9,0,0,0,1,0,0,0,0
2 Claude 500 3of6,handclap-of-wing-chun.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hands-that-love.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,harbor-of-vengeance.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,harbors-of-silent-knives.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,have-we-got-a-vacation.md,Success,7,0,0,0,0,1,0,0,2
2 Claude 500 3of6,hazzard-to-hollywood.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,heart-and-soul-ward.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hearth-and-rain.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hearth-in-the-never-never.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,heartrise-of-atlantis.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hearts-against-darkness.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hellbenders-black-flag.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hexagram-of-courage.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,high-def-confessions.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hillside-after-troy.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,honor-in-the-kumite.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hornpipes-and-daffodils.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,humming-sleigh-burning-star.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,hush-of-the-desert.md,Success,7,0,0,1,0,0,0,0,0
2 Claude 500 3of6,hyphen-between-bullets.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,i-presume.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,icemans-last-48.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,in-cahoots-with-the-tide.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ink-of-parting.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ink-that-dances.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,inside-without-malice.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,iron-steeds-gentle-light.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,iron-wind-and-honest-hearts.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,irregular-orbits.md,Success,4,0,0,0,1,0,0,0,0
2 Claude 500 3of6,island-of-gamma-giants.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,isle-of-the-haunted.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,jannat-reimagined.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,jeeva-dhara.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,jhanjhars-silent-light.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,joshila-love-through-fire.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,kartik-moon-mortal-love.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,keyhole-at-blue-fetish.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,kiki-under-the-lights.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ladle-of-light.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,langtry-under-alien-vines.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,lavender-and-likeness.md,Success,4,0,0,0,0,0,0,0,0
2 Claude 500 3of6,leaps-and-legends.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,left-handed-victory.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,leopard-at-the-gate.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,letters-by-the-clyde.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,letters-from-tinne.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,light-between-fangs.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,lightning-under-the-sycamore.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,lotus-luck.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,love-hears-the-light.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,luminance-under-fire.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,lured-by-verse.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,maalox-love-and-collateral.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,mad-dog-at-le-clare.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,mandelino-made-for-tv.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,marbled-songs-double-lives.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,maximum-mercy.md,Success,6,0,0,0,0,0,0,0,2
2 Claude 500 3of6,mebbe-at-dawn.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,medal-of-two-lives.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,midnattssol.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,midnight-in-south-london.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,midnight-santa-heist.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,midnight-whatsit.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,mind-over-muscle.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,miracle-run.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,mischief-promises-forever.md,Success,7,0,0,0,1,0,0,0,0
2 Claude 500 3of6,mistress-of-the-rain.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,moonlight-at-pietersburg.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,moonlight-letters.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,moonlight-road-rally.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,moonlit-station.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,moonstone-hollow.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,moonstone-mask.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,more-more.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,morganthus-the-empty-pyramid.md,Success,5,0,0,0,0,0,0,0,3
2 Claude 500 3of6,moustache-and-melody.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,mudslide-to-glory.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,near-daybreak.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,needles-in-the-sky.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,never-join-a-fraternity.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,new-light-dark-birth.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,night-flowers-of-ginza.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,night-lines-beneath-manhattan.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,night-of-richness.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,noodle-box-nine.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ogre-claus-comes-home.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,oil-at-dawn.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,old-97-and-the-heartline.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,old-fashioned-valor.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,on-the-brim-of-all.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,one-more-out.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,open-arms-in-thayer.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,or-not-to-be.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,outtakes-and-grace.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,over-my-dead-policy.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,over-the-shoulder-of-faith.md,Success,4,0,0,0,0,0,0,0,2
2 Claude 500 3of6,oversized-sky-empty-pockets.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,panoramic-manito.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,paper-masks-quiet-allies.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,paradise-on-the-shore.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,peach-tree-masquerade.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,pearls-at-dusk.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,peggy-in-the-storm.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,peppermint-frappe.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,please-save-christmas.md,Success,5,0,0,0,0,1,0,0,0
2 Claude 500 3of6,podium-wars.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,pound-of-song.md,Success,4,0,0,0,0,1,0,0,0
2 Claude 500 3of6,prongs-of-grace.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,purple-smoke-to-witch-mountain.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,quiet-lies-loud-silence.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,quota-at-eight.md,Success,8,0,0,1,0,0,0,0,0
2 Claude 500 3of6,rabbitima-at-river-street.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rain-for-midhilapuri.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rain-on-brick.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rain-on-the-sacred.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rainbows-in-the-raj.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rarities-of-the-river.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,red-and-the-remnant-wolves.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,red-snow-white-silk.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,reflected-lines.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rendezvous-at-latitude.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,reroute-the-heart.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,residue-of-mercy.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,revolution-on-celluloid.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rhapsody-in-pew.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ring-on-the-hyperlane.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,ringlight-reputations.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,river-gully-quiet-steel.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,river-of-credence.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,robinhoods-of-state-street.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rockridge-rumors-and-resolve.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rope-over-the-dragon.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,roses-and-ruses.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rosy-beams-desert-hearts.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rudder-in-the-snow.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,run-fight-blossom.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,running-the-clock.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,rust-beneath-the-campus.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,saffron-lights-in-winter.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sails-snare-and-speedy.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,salt-and-silence.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,salt-songs-of-kutch.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sanctuary-of-sound.md,Success,11,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sand-and-sawdust.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sandworms-at-the-bridge.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,santa-lucia-at-dusk.md,Success,6,0,0,0,0,2,0,0,0
2 Claude 500 3of6,say-it-once-more.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,schaeffer-and-the-red-star.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,season-of-xquisite.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,second-chance-algorithm.md,Success,7,0,0,1,0,0,0,0,0
2 Claude 500 3of6,second-place-first-heart.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,seeds-against-the-shadow.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,seismic-notes.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sense-steel-and-starlight.md,Success,13,0,0,2,0,0,0,0,0
2 Claude 500 3of6,sepia-fires-of-foshan.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sepia-island.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,september-siege.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,serenade-at-the-cliff.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,serve-at-704.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,she-manitous-path.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sherwood-rising.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,shredderman-and-the-snowdrop-pond.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,signals-in-the-sand.md,Success,4,0,0,0,0,1,0,0,2
2 Claude 500 3of6,silent-wire.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,silk-and-iron-oaths.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,silk-and-second-chances.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,silver-briefcase-second-chances.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,silver-shoes-second-storm.md,Success,5,0,0,0,0,0,0,0,3
2 Claude 500 3of6,silver-skyline-run.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sinew-and-starfire.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sing-along-in-a-boxcar.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,singing-through-the-slit.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sizable-kicks-gentle-heists.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,skydiving-to-the-heart.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sleeping-pills-and-skylines.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sleepless-faith.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,smoke-on-the-empty-road.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,snap-woosh-undoing.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,snow-sword-and-signal.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,snowfall-at-the-muppet-theater.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,solstice-keys.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,spearmint-and-mothballs.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,special-taxi.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,spend-it-to-win-it.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,spices-never-desert.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,spider-plant-man-of-london.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,spin-city-heart.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,spring-break-masquerade.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,stabbed-by-fame.md,Success,5,0,0,0,0,0,0,0,0
2 Claude 500 3of6,stage-shoes-and-sky.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,stainless-poise.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,starlight-and-little-kong.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,starlight-between-homes.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,storm-spear-and-smog.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,strangers-in-the-night.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,strong-arms-gentle-light.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,sunlight-over-spooky-island.md,Success,5,0,0,0,0,0,0,0,4
2 Claude 500 3of6,sustained-fire.md,Success,9,0,0,0,0,0,0,0,0
2 Claude 500 3of6,swift-vows-slow-hearts.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,synthesis-at-groom-lake.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,tainted-hills-bright-lights.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,tapestry-of-ash-and-hope.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,thalapathi-of-justice.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-adjourned-heart.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-age-of-change.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-alabaster-clock.md,Success,10,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-ballad-of-seville.md,Success,7,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-banquet-and-the-willow.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-bayou-bus.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-beginning-street.md,Success,8,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-biggest-truth.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-black-monitor-quest.md,Success,4,0,0,0,0,2,0,0,1
2 Claude 500 3of6,the-blue-angel-ledger.md,Success,6,0,0,0,0,0,0,0,0
2 Claude 500 3of6,the-bound-and-the-bride.md,Success,5,0,0,0,0,0,0,0,0
